,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,0.6666666666666665,0.030303030303030304,0.0,0.0,0.0,0.0,0.17105263157894735,0.0,0.0,0.0,0.0,0.14960629921259844,0.0,0.0,0.0,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.34146341463414637,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.47619047619047583,0.8686868686868687,0.0,0.0,0.0,0.0,0.17105263157894735,0.0,0.0,0.0,0.0,0.14960629921259844,0.0,0.0,0.0,0.0,0.38461538461538464,0.013513513513513514,0.0,0.0,0.0,0.34146341463414637,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,0.5952380952380953,0.7676767676767677,0.0,0.0,0.0,0.0,0.17105263157894735,0.0,0.0,0.0,0.0,0.14960629921259844,0.3402061855670103,0.08898305084745763,0.19921875,0.1976284584980237,0.38461538461538464,0.5945945945945946,0.135,0.3380281690140845,0.19767441860465115,0.34146341463414637,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,0.40476190476190466,0.9090909090909092,0.0,0.0,0.0,0.0,0.17105263157894735,0.0,0.0,0.0,0.0,0.14960629921259844,0.3402061855670103,0.025423728813559324,0.05859375,0.07114624505928854,0.38461538461538464,0.1891891891891892,0.0,0.02112676056338028,0.13953488372093023,0.3252032520325204,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4,0.5952380952380953,0.8989898989898991,0.0,0.0,0.0,0.0,0.17105263157894735,0.0,0.0,0.0,0.0,0.14960629921259844,0.30927835051546393,0.13983050847457626,0.1875,0.15019762845849802,0.38461538461538464,0.7432432432432432,0.24,0.5492957746478874,1.0,0.34146341463414637,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,0.5952380952380953,0.9191919191919192,0.0,0.0,0.0,0.0,0.17105263157894735,0.0,0.0,0.0,0.0,0.14960629921259844,0.38144329896907214,0.05084745762711865,0.1171875,0.2608695652173913,0.38461538461538464,0.5540540540540541,0.075,0.528169014084507,0.5348837209302325,0.34146341463414637,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0.40476190476190466,0.888888888888889,0.0,0.0,0.0,0.0,0.17105263157894735,0.0,0.0,0.0,0.0,0.14960629921259844,0.0,0.0,0.0,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.34146341463414637,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7,0.6428571428571428,0.9393939393939394,0.0,0.0,0.0,0.0,0.17105263157894735,0.7232142857142857,0.08888888888888889,0.06944444444444445,0.075,0.14960629921259844,0.3917525773195876,0.11440677966101695,0.19921875,0.22924901185770752,0.38461538461538464,0.7297297297297297,0.09,0.4014084507042254,0.27325581395348836,0.4634146341463415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,0.47619047619047583,0.9292929292929294,0.0,0.0,0.0,0.0,0.17105263157894735,0.0,0.0,0.0,0.0,0.14960629921259844,0.0,0.0,0.0,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.34146341463414637,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,0.40476190476190466,0.8686868686868687,0.0,0.0,0.0,0.0,0.17105263157894735,0.05357142857142857,0.0,0.0,0.015,0.14960629921259844,0.31958762886597936,0.2033898305084746,0.26953125,0.08695652173913043,0.38461538461538464,0.5540540540540541,0.015,0.06338028169014084,0.03488372093023256,0.2682926829268293,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,0.5238095238095233,0.8686868686868687,0.0,0.0,0.0,0.0,0.17105263157894735,0.0,0.0,0.0,0.0,0.14960629921259844,0.36082474226804123,0.0635593220338983,0.140625,0.09486166007905139,0.38461538461538464,0.47297297297297297,0.06,0.44366197183098594,0.1744186046511628,0.34146341463414637,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11,0.5238095238095233,0.8989898989898991,0.0,0.0,0.0,0.0,0.17105263157894735,0.0,0.0,0.0,0.0,0.14960629921259844,0.041237113402061855,0.0,0.0,0.0,0.38461538461538464,0.5945945945945946,0.27,0.4225352112676056,0.20930232558139533,0.34146341463414637,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12,0.8809523809523809,0.05050505050505051,0.0,0.0,0.0,0.0,0.17105263157894735,0.026785714285714284,0.0,0.0,0.0,0.14960629921259844,1.0,0.2923728813559322,0.6796875,1.0,0.5164835164835165,0.7972972972972973,0.0,0.08450704225352113,0.3488372093023256,0.13821138211382114,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13,0.7857142857142851,0.020202020202020204,0.0,0.0,0.0,0.0,0.17105263157894735,0.0,0.0,0.0,0.0,0.14960629921259844,0.7010309278350515,0.559322033898305,0.9609375,0.16600790513833993,0.38461538461538464,0.7027027027027027,0.15,0.4859154929577465,0.4069767441860465,0.34146341463414637,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
